A�O_EVAL;RBD;DGV_RBD;NOM_RBD;COD_REG_RBD;COD_PRO_RBD;COD_COM_RBD;NOM_COM_RBD;COD_DEPE;RURAL_RBD;CLAVE;DOC_GENERO;NIVEL;SUBSECT;AE_PJE;EP_PJE;IRT_PJE;PF_PJE;PF_ESC;INSTR_PJE;CCE_ESC;M1D1_PJE;M1D2_PJE;M1D3_PJE;M1D4_PJE;M1D1_ESC;M1D2_ESC;M1D3_ESC;M1D4_ESC;M2D5_PJE;M2D6_PJE;M2D7_PJE;M2D5_ESC;M2D6_ESC;M2D7_ESC
2013; ; ;CENTRO DE APRENDIZAJE DE LAS CONDES;13;131;13114;LAS CONDES;1;0;AA1036401921;2;5;TEA;4;4;4;2,74;C;3,24;D;3,33;3;3;2,5;D;C;C;B;2,67;2,67;2;C;C;B
2013; ; ;CENTRO DE APRENDIZAJE DE LAS CONDES;13;131;13114;LAS CONDES;1;0;AC1099329421;2;5;TEA;4;4;3;2,81;C;3,19;D;2,67;2;3,5;2,5;C;B;D;B;3;3;3;C;C;C
2013; ; ;CENTRO DE APRENDIZAJE DE LAS CONDES;13;131;13114;LAS CONDES;1;0;FG1612903921;2;5;TEA;4;4;3;2,68;C;3,11;D;3,33;2,67;2,5;2;D;C;B;B;3;3;2,25;C;C;B
2013; ; ;CENTRO DE APRENDIZAJE DE LAS CONDES;13;131;13114;LAS CONDES;1;0;KI1909835921;2;5;TEA;4;4;4;2,43;B;3,06;D;2;1,33;3,5;2,5;B;I;D;B;3;2,67;2;C;C;B
2013;1;9;LICEO POLITECNICO ARICA;15;151;15101;ARICA;2;0;CC1040829211;1;4;EF;3;2;2;1,84;B;1,92;B;2,17;1;1;1;B;I;I;I;2,83;2,5;2,38;C;B;B
2013;1;9;LICEO POLITECNICO ARICA;15;151;15101;ARICA;2;0;FG1843830411;1;4;RE;3;3;2;1,71;I;2,13;B;1,33;1,67;1;1;I;I;I;I;2,67;2,33;2;C;B;B
2013;1;9;LICEO POLITECNICO ARICA;15;151;15101;ARICA;2;0;GE1670825415;1;4;B;4;4;2;2,44;B;2,86;C;3;2;2,5;2,5;C;B;B;B;3;2,33;1,75;C;B;I
2013;1;9;LICEO POLITECNICO ARICA;15;151;15101;ARICA;2;0;CD1181114011;1;4;L;4;3;2;2,31;B;2,59;C;2;2,33;2;2,5;B;B;B;B;2,67;2,67;2;C;C;B
2013;1;9;LICEO POLITECNICO ARICA;15;151;15101;ARICA;2;0;AC1017429311;1;4;H;4;4;3;1,58;I;2,45;B;1,67;1,67;1;1,5;I;I;I;I;2,67;1,33;1,25;C;I;I
2013;1;9;LICEO POLITECNICO ARICA;15;151;15101;ARICA;2;0;MK1591169021;2;4;I;4;3;2;2,45;B;2,67;C;2,33;2,33;2,5;3;B;B;B;C;3;2;2;C;B;B
2013;1;9;LICEO POLITECNICO ARICA;15;151;15101;ARICA;2;0;GF1385283421;2;4;I;4;4;2;1,98;B;2,59;C;2,33;2,33;2;1,5;B;B;B;I;2,67;2;1;C;B;I
2013;1;9;LICEO POLITECNICO ARICA;15;151;15101;ARICA;2;0;DD1297870022;2;4;L;3;3;2;1,96;B;2,28;B;2,33;1,67;1,5;1,5;B;I;I;I;2,67;2,33;1,75;C;B;I
2013;2;7;PARVULARIO LAS ESPIGUITAS;15;151;15101;ARICA;2;0;BB1003660321;2;1;P;4;3;4;2,23;B;2,74;C;2,33;1,33;3;1;B;I;C;I;3;2,67;2,25;C;C;B
2013;2;7;PARVULARIO LAS ESPIGUITAS;15;151;15101;ARICA;2;0;EC1855952921;2;5;TEL;4;4;4;2,25;B;2,95;C;2,67;2;2;2;C;B;B;B;3;2,33;1,75;C;B;I
2013;4;3;LICEO OCTAVIO PALMA PEREZ;15;151;15101;ARICA;2;0;AB1009027311;1;4;M;3;3;3;2,16;B;2,5;C;2,67;1;2,5;1;C;I;B;I;2,67;3;2,25;C;C;B
2013;4;3;LICEO OCTAVIO PALMA PEREZ;15;151;15101;ARICA;2;0;AC1030582711;1;4;AM;3;3;3;2,13;B;2,48;C;2;1,67;2;2,5;B;I;B;B;2,67;2,33;1,75;C;B;I
2013;4;3;LICEO OCTAVIO PALMA PEREZ;15;151;15101;ARICA;2;0;CC1078208521;2;4;B;4;3;3;2,43;B;2,76;C;2,33;2,33;2,5;3;B;B;B;C;2,67;2,67;1,5;C;C;I
2013;4;3;LICEO OCTAVIO PALMA PEREZ;15;151;15101;ARICA;2;0;CC1025570021;2;4;I;4;3;3;2,18;B;2,61;C;2;1,33;3;1;B;I;C;I;3;2,67;2,25;C;C;B
2013;4;3;LICEO OCTAVIO PALMA PEREZ;15;151;15101;ARICA;2;0;AB1071639621;2;4;I;4;4;3;2,33;B;2,9;C;2;2,33;2,5;2,5;B;B;B;B;2,67;2,33;2;C;B;B
2013;4;3;LICEO OCTAVIO PALMA PEREZ;15;151;15101;ARICA;2;0;ED1075430811;1;4;AM;4;3;2;1,89;B;2,33;B;2;1,33;2;1,5;B;I;B;I;3;1,67;1,75;C;I;I
2013;4;3;LICEO OCTAVIO PALMA PEREZ;15;151;15101;ARICA;2;0;BB1088508921;2;4;ET;4;2;3;2,21;B;2,43;C;2,67;1,33;1;1,5;C;I;I;I;3;3;3;C;C;C
2013;4;3;LICEO OCTAVIO PALMA PEREZ;15;151;15101;ARICA;2;0;CB1013770511;1;4;EF;4;3;3;1,82;B;2,39;B;2,33;1;1,5;1;B;I;I;I;3;1,67;2,25;C;I;B
2013;4;3;LICEO OCTAVIO PALMA PEREZ;15;151;15101;ARICA;2;0;BA1041873321;2;4;I;4;3;3;2,54;C;2,82;D;1,67;2,33;3,5;3;I;B;D;C;2,67;2,5;2,13;C;B;B
2013;4;3;LICEO OCTAVIO PALMA PEREZ;15;151;15101;ARICA;2;0;DE1741869921;2;4;L;4;3;3;2,95;C;3,07;D;2,67;3,33;3;3,5;C;D;C;D;3;2,67;2,5;C;C;B
2013;4;3;LICEO OCTAVIO PALMA PEREZ;15;151;15101;ARICA;2;0;GF1378672611;1;4;I;4;3;3;2,43;B;2,76;C;2;2,33;1,5;2,5;B;B;I;B;3;2,67;3;C;C;C
2013;4;3;LICEO OCTAVIO PALMA PEREZ;15;151;15101;ARICA;2;0;JK1584369621;2;4;M;4;2;3;2,82;C;2,79;D;3;2,67;3,5;2,5;C;C;D;B;3;2,83;2,25;C;C;B
2013;5;1;JOVINA NARANJO FERNANDEZ;15;151;15101;ARICA;2;0;CB1018800311;1;4;B;4;4;3;2,7;C;3,12;D;2,33;3;2,5;2;B;C;B;B;2,83;3;3,25;C;C;C
2013;5;1;JOVINA NARANJO FERNANDEZ;15;151;15101;ARICA;2;0;AC1068719221;2;4;L;4;3;3;2,17;B;2,6;C;2,33;1,33;2;2;B;I;B;B;2,67;2,33;2,5;C;B;B
2013;5;1;JOVINA NARANJO FERNANDEZ;15;151;15101;ARICA;2;0;CC1070317211;1;4;EF;4;3;2;2,42;B;2,65;C;3;1,17;2,5;2;C;I;B;B;2,67;3,33;2,25;C;D;B
2013;5;1;JOVINA NARANJO FERNANDEZ;15;151;15101;ARICA;2;0;DE1088628721;2;4;ET;4;3;2;2,08;B;2,45;B;2,33;2,67;1;2;B;C;I;B;2,67;1,67;2,25;C;I;B
2013;5;1;JOVINA NARANJO FERNANDEZ;15;151;15101;ARICA;2;0;CC1055752321;2;4;EF;4;2;2;1,62;I;1,97;B;1,67;1;1;1;I;I;I;I;2,83;1,83;2;C;B;B
2013;5;1;JOVINA NARANJO FERNANDEZ;15;151;15101;ARICA;2;0;CC1034865121;2;4;AV;4;2;3;2,1;B;2,36;C;2,33;2;1;1,5;B;B;I;I;2,67;2,67;2,5;C;C;B
2013;5;1;JOVINA NARANJO FERNANDEZ;15;151;15101;ARICA;2;0;CB1066396411;1;3;AV;3;3;3;1,87;B;2,32;B;2;1,67;1;1;B;I;I;I;2,67;2;2,75;C;B;C
2013;5;1;JOVINA NARANJO FERNANDEZ;15;151;15101;ARICA;2;0;AC1088734321;2;2;G;4;4;3;2,94;C;3,26;D;3,67;3;3,5;2,5;D;C;D;B;3;2,67;2,25;C;C;B
2013;5;1;JOVINA NARANJO FERNANDEZ;15;151;15101;ARICA;2;0;CC1047751021;2;4;H;4;3;3;2,86;C;3,02;D;3,33;3;2;3,5;D;C;B;D;2,67;3;2,5;C;C;B
2013;5;1;JOVINA NARANJO FERNANDEZ;15;151;15101;ARICA;2;0;CC1033971521;2;4;M;4;3;3;2,62;C;2,87;D;2,33;2;3;2;B;B;C;B;3;3;3;C;C;C
2013;5;1;JOVINA NARANJO FERNANDEZ;15;151;15101;ARICA;2;0;CA1091869311;1;3;CN;4;2;2;2,07;B;2,24;B;2;1,67;2;1;B;I;B;I;3;2,33;2,5;C;B;B
2013;5;1;JOVINA NARANJO FERNANDEZ;15;151;15101;ARICA;2;0;CC1091518011;1;2;G;4;4;2;2,27;B;2,76;C;3,33;1,33;3;1;D;I;C;I;2,33;2,67;2,25;B;C;B
2013;5;1;JOVINA NARANJO FERNANDEZ;15;151;15101;ARICA;2;0;CC1106823411;1;4;L;4;3;3;2,51;C;2,81;C;2,67;2;2;3;C;B;B;C;2,67;3;2,25;C;C;B
2013;5;1;JOVINA NARANJO FERNANDEZ;15;151;15101;ARICA;2;0;AA1023808611;1;4;AM;4;3;2;1,93;B;2,36;B;2;2;1;1;B;B;I;I;3;2;2,5;C;B;B
2013;5;1;JOVINA NARANJO FERNANDEZ;15;151;15101;ARICA;2;0;BB1046127111;1;4;I;4;3;3;2,04;B;2,52;C;2;2;1;2;B;B;I;B;3;2;2,25;C;B;B
2013;5;1;JOVINA NARANJO FERNANDEZ;15;151;15101;ARICA;2;0;FF1249318811;1;4;L;4;4;3;2,46;B;2,72;C;2,33;1,83;2;3;B;B;B;C;2,67;3;2,38;C;C;B
2013;5;1;JOVINA NARANJO FERNANDEZ;15;151;15101;ARICA;2;0;ED1206868821;2;4;EF;4;4;4;2,83;C;3,3;D;3;2,33;3;3,5;C;B;C;D;2,83;3;2,13;C;C;B
2013;5;1;JOVINA NARANJO FERNANDEZ;15;151;15101;ARICA;2;0;CA1050803521;2;4;H;4;3;3;2,73;C;2,94;C;2,33;2,67;3;3;B;C;C;C;2,67;2,67;2,75;C;C;C
2013;5;1;JOVINA NARANJO FERNANDEZ;15;151;15101;ARICA;2;0;EF1468406121;2;3;L;4;2;3;2,8;C;2,78;D;3;2,67;3;2,5;C;C;C;B;2,67;3;2,75;C;C;C
2013;5;1;JOVINA NARANJO FERNANDEZ;15;151;15101;ARICA;2;0;GG1712905521;2;4;L;4;3;3;2,45;B;2,77;C;2,67;2,17;2;2,5;C;B;B;B;2,67;2,67;2,5;C;C;B
2013;7;8;L. POLI. ANTONIO VARAS DE LA BARRA;15;151;15101;ARICA;2;0;AB1015460021;2;4;I;4;3;3;2,37;B;2,72;C;2,33;3;1,5;1,5;B;C;I;I;3;3;2,25;C;C;B
2013;7;8;L. POLI. ANTONIO VARAS DE LA BARRA;15;151;15101;ARICA;2;0;BA1037867021;2;4;I;4;4;4;1,88;B;2,73;C;1,67;1,67;2;1,5;I;I;B;I;2,67;1,67;2;C;I;B
2013;7;8;L. POLI. ANTONIO VARAS DE LA BARRA;15;151;15101;ARICA;2;0;CC1022645111;1;4;AV;4;4;3;1,86;B;2,62;C;2;2;1;1;B;B;I;I;2,67;2,33;2;C;B;B
2013;7;8;L. POLI. ANTONIO VARAS DE LA BARRA;15;151;15101;ARICA;2;0;AB1004638611;1;4;RC;4;3;3;2,05;B;2,53;C;1,67;2,33;2,5;1;I;B;B;I;3;2,33;1,5;C;B;I
2013;7;8;L. POLI. ANTONIO VARAS DE LA BARRA;15;151;15101;ARICA;2;0;CB1047034311;1;4;H;4;3;3;2,19;B;2,61;C;2,33;2,33;2;2;B;B;B;B;3;1,67;2;C;I;B
2013;7;8;L. POLI. ANTONIO VARAS DE LA BARRA;15;151;15101;ARICA;2;0;CA1010749621;2;4;L;4;4;4;2,25;B;2,95;C;2,33;2,33;2;1,5;B;B;B;I;2,67;2,67;2,25;C;C;B
2013;7;8;L. POLI. ANTONIO VARAS DE LA BARRA;15;151;15101;ARICA;2;0;EE1893947511;1;4;M;4;3;3;2,46;B;2,78;C;2,33;1,67;2,5;2;B;I;B;B;2,67;3,33;2,75;C;D;C
2013;7;8;L. POLI. ANTONIO VARAS DE LA BARRA;15;151;15101;ARICA;2;0;JK1871727921;2;4;M;4;3;3;2,63;C;2,88;C;2,5;2,17;2,5;3,5;B;B;B;D;2,5;3;2,25;B;C;B
2013;8;6;COLEGIO INTEGRADO EDUARDO FREI MONTALVA;15;151;15101;ARICA;2;0;CA1095145821;2;1;P;4;3;3;2;B;2,5;C;3;1;2;1;C;I;B;I;2,67;2,33;2;C;B;B
2013;8;6;COLEGIO INTEGRADO EDUARDO FREI MONTALVA;15;151;15101;ARICA;2;0;AB1038842721;2;4;AV;4;3;3;1,61;I;2,27;B;1,67;1;1;1;I;I;I;I;2;2,33;2,25;B;B;B
2013;8;6;COLEGIO INTEGRADO EDUARDO FREI MONTALVA;15;151;15101;ARICA;2;0;CC1000951421;2;3;RC;4;3;2;1,93;B;2,36;B;1,67;2;1,5;1;I;B;I;I;2,67;2,67;2;C;C;B
2013;8;6;COLEGIO INTEGRADO EDUARDO FREI MONTALVA;15;151;15101;ARICA;2;0;BC1066265521;2;5;TEA;4;4;4;2,66;C;3,2;D;2,33;2;3,5;2,5;B;B;D;B;2,67;3;2,63;C;C;C
2013;8;6;COLEGIO INTEGRADO EDUARDO FREI MONTALVA;15;151;15101;ARICA;2;0;AB1020163221;2;3;EF;4;4;3;2,14;B;2,78;C;2;1,67;2;1,5;B;I;B;I;2,67;2,67;2,5;C;C;B
2013;8;6;COLEGIO INTEGRADO EDUARDO FREI MONTALVA;15;151;15101;ARICA;2;0;CC1890701122;2;2;G;4;3;3;2,3;B;2,68;C;2,33;1,33;3;2;B;I;C;B;2,67;3;1,75;C;C;I
2013;8;6;COLEGIO INTEGRADO EDUARDO FREI MONTALVA;15;151;15101;ARICA;2;0;DC1650890621;2;5;TEA;4;4;3;2,22;B;2,83;C;2,67;2;1,5;2;C;B;I;B;2,67;2,67;2;C;C;B
2013;8;6;COLEGIO INTEGRADO EDUARDO FREI MONTALVA;15;151;15101;ARICA;2;0;CA1000520211;1;4;M;3;3;3;2,4;B;2,64;C;2;2,33;2,5;1,5;B;B;B;I;3;3;2,5;C;C;B
2013;8;6;COLEGIO INTEGRADO EDUARDO FREI MONTALVA;15;151;15101;ARICA;2;0;ML1316671321;2;4;I;3;3;3;2,2;B;2,52;C;1,67;2,67;2;2;I;C;B;B;2,67;2,67;1,75;C;C;I
2013;8;6;COLEGIO INTEGRADO EDUARDO FREI MONTALVA;15;151;15101;ARICA;2;0;JI1651856211;1;4;H;3;4;3;2,45;B;2,87;C;3;2,67;2;2,5;C;C;B;B;2,67;2,33;2;C;B;B
2013;8;6;COLEGIO INTEGRADO EDUARDO FREI MONTALVA;15;151;15101;ARICA;2;0;KJ1192698821;2;5;TEL;4;4;3;2,44;B;2,96;C;2,33;2,33;2;2,5;B;B;B;B;2,67;3;2,25;C;C;B
2013;9;4;ESCUELA REPUBLICA DE ISRAEL;15;151;15101;ARICA;2;0;BB1034665511;1;3;CS;4;4;3;2,14;B;2,78;C;3;2;2,5;1,5;C;B;B;I;2,5;2,5;1;B;B;I
2013;9;4;ESCUELA REPUBLICA DE ISRAEL;15;151;15101;ARICA;2;0;CC1091533421;2;2;G;4;3;3;2,19;B;2,61;C;1,67;2;2;2;I;B;B;B;2,67;2,5;2,5;C;B;B
2013;9;4;ESCUELA REPUBLICA DE ISRAEL;15;151;15101;ARICA;2;0;BA1036888621;2;3;CN;4;4;3;2,21;B;2,83;C;2,67;1,33;1,5;1,5;C;I;I;I;2,83;3;2,63;C;C;C
2013;9;4;ESCUELA REPUBLICA DE ISRAEL;15;151;15101;ARICA;2;0;BC1030221921;2;2;G;4;3;3;2,6;C;2,86;D;3,33;2,17;2,75;2,5;D;B;C;B;3;2,67;1,75;C;C;I
2013;9;4;ESCUELA REPUBLICA DE ISRAEL;15;151;15101;ARICA;2;0;BB1096718421;2;2;G;4;3;3;2,36;B;2,72;C;2,67;2,17;1,75;1,75;C;B;I;I;2,83;3;2,38;C;C;B
2013;9;4;ESCUELA REPUBLICA DE ISRAEL;15;151;15101;ARICA;2;0;FG1596131921;2;2;G;4;2;3;2,5;B;2,6;C;2,33;2;2,5;2;B;B;B;B;2,67;3;3;C;C;C
2013;9;4;ESCUELA REPUBLICA DE ISRAEL;15;151;15101;ARICA;2;0;BA1027817521;2;3;L;4;4;3;2,26;B;2,86;C;2,33;2;1,5;1,5;B;B;I;I;3;3;2,5;C;C;B
2013;9;4;ESCUELA REPUBLICA DE ISRAEL;15;151;15101;ARICA;2;0;CC1081394421;2;2;G;4;4;3;2,6;C;3,06;D;3;2,67;3;2,5;C;C;C;B;2,67;2,33;2;C;B;B
2013;9;4;ESCUELA REPUBLICA DE ISRAEL;15;151;15101;ARICA;2;0;CA1022966625;2;2;G;4;2;3;2,17;B;2,4;C;2,33;2,17;1,5;1,25;B;B;I;I;2,67;3;2,25;C;C;B
2013;9;4;ESCUELA REPUBLICA DE ISRAEL;15;151;15101;ARICA;2;0;BA1004888121;2;3;I;4;3;3;2,44;B;2,76;C;2,33;1;3;2;B;I;C;B;3;3;2,75;C;C;C
2013;9;4;ESCUELA REPUBLICA DE ISRAEL;15;151;15101;ARICA;2;0;AC1094984021;2;3;L;4;3;3;2,52;C;2,81;C;3;2;2;2,5;C;B;B;B;2,67;3;2,5;C;C;B
2013;9;4;ESCUELA REPUBLICA DE ISRAEL;15;151;15101;ARICA;2;0;CA1093493021;2;3;M;4;4;3;2,77;C;3,16;D;3,33;2,67;3,5;2;D;C;D;B;2,67;3;2,25;C;C;B
2013;9;4;ESCUELA REPUBLICA DE ISRAEL;15;151;15101;ARICA;2;0;BC1089924421;2;5;TEL;4;3;3;2,85;C;3,01;D;3,17;2,83;3,75;2;C;C;D;B;3;2,67;2,5;C;C;B
2013;9;4;ESCUELA REPUBLICA DE ISRAEL;15;151;15101;ARICA;2;0;CC1095421911;1;3;I;4;4;3;2,34;B;2,9;C;1,33;2,33;3;1,5;I;B;C;I;3;3;2,25;C;C;B
2013;9;4;ESCUELA REPUBLICA DE ISRAEL;15;151;15101;ARICA;2;0;BA1035851921;2;2;G;4;3;3;2,3;B;2,68;C;2,67;1;2;2,5;C;I;B;B;2,67;3;2,25;C;C;B
2013;9;4;ESCUELA REPUBLICA DE ISRAEL;15;151;15101;ARICA;2;0;EC1539554511;1;3;EF;4;4;4;2,43;B;3,06;D;3;1,67;3;2;C;I;C;B;3;2,33;2;C;B;B
2013;9;4;ESCUELA REPUBLICA DE ISRAEL;15;151;15101;ARICA;2;0;DE1733361215;1;3;EF;4;4;3;2,25;B;2,85;C;2,67;1,67;2,5;1;C;I;B;I;2,67;3;2,25;C;C;B
2013;9;4;ESCUELA REPUBLICA DE ISRAEL;15;151;15101;ARICA;2;0;CA1060535322;2;1;P;4;4;3;2,52;C;3,01;D;3;2;3;1;C;B;C;I;2,67;3;3;C;C;C
2013;9;4;ESCUELA REPUBLICA DE ISRAEL;15;151;15101;ARICA;2;0;II1544252721;2;2;G;4;3;3;2,5;B;2,8;C;3,67;2;2,5;2;D;B;B;B;2,67;2,67;2;C;C;B
2013;9;4;ESCUELA REPUBLICA DE ISRAEL;15;151;15101;ARICA;2;0;BB1053510921;2;3;M;4;4;3;2,81;C;3,19;D;2;2,67;3;3,5;B;C;C;D;3;3;2,5;C;C;B
2013;9;4;ESCUELA REPUBLICA DE ISRAEL;15;151;15101;ARICA;2;0;CB1079357322;2;3;M;4;3;3;2,22;B;2,63;C;2,67;3;1;1,5;C;C;I;I;2,67;2,67;2;C;C;B
2013;9;4;ESCUELA REPUBLICA DE ISRAEL;15;151;15101;ARICA;2;0;CC1928663821;2;3;CN;4;3;3;2,42;B;2,75;C;2;2,33;2;3;B;B;B;C;2,67;2,67;2,25;C;C;B
2013;9;4;ESCUELA REPUBLICA DE ISRAEL;15;151;15101;ARICA;2;0;BC1048398521;2;2;G;4;2;3;2,49;B;2,59;C;2,67;2;2;2,5;C;B;B;B;3;3;2,25;C;C;B
2013;9;4;ESCUELA REPUBLICA DE ISRAEL;15;151;15101;ARICA;2;0;CB1064752321;2;1;P;4;3;3;1,99;B;2,49;C;2,33;1,33;1;1;B;I;I;I;3;3;2,25;C;C;B
2013;9;4;ESCUELA REPUBLICA DE ISRAEL;15;151;15101;ARICA;2;0;GG1775580911;1;3;EF;4;4;3;2,57;C;3,04;D;2,33;2,33;3;2,5;B;B;C;B;2,67;2,67;2,5;C;C;B
2013;9;4;ESCUELA REPUBLICA DE ISRAEL;15;151;15101;ARICA;2;0;FF1498672621;2;3;M;4;4;3;2,51;C;3,01;D;2,33;2;2,5;2;B;B;B;B;3;3;2,75;C;C;C
2013;9;4;ESCUELA REPUBLICA DE ISRAEL;15;151;15101;ARICA;2;0;BC1091468511;1;2;G;4;3;3;2,62;C;2,87;C;2,33;2;2,5;2,5;B;B;B;B;3;3;3;C;C;C
2013;9;4;ESCUELA REPUBLICA DE ISRAEL;15;151;15101;ARICA;2;0;CC1909538611;1;2;G;4;4;3;2,74;C;3,14;D;3;2,67;3;2,5;C;C;C;B;3;3;2;C;C;B
2013;9;4;ESCUELA REPUBLICA DE ISRAEL;15;151;15101;ARICA;2;0;HI1950871721;2;1;P;4;3;3;2,13;B;2,58;C;2;1,33;3;1;B;I;C;I;2,67;2,67;2,25;C;C;B
2013;9;4;ESCUELA REPUBLICA DE ISRAEL;15;151;15101;ARICA;2;0;DE1101070911;1;3;CS;4;3;4;2,35;B;2,81;C;2;2;2,5;2;B;B;B;B;3,17;2,67;2,13;C;C;B
2013;10;8;ESCUELA REPUBLICA DE FRANCIA;15;151;15101;ARICA;2;0;CB1058743721;2;2;G;4;3;3;2,43;B;2,76;C;2,33;2;3,5;2;B;B;D;B;2,67;3;1,5;C;C;I
2013;10;8;ESCUELA REPUBLICA DE FRANCIA;15;151;15101;ARICA;2;0;CC1004369021;2;2;G;4;2;4;2,67;C;2,8;C;3,17;2,17;2,25;3;C;B;B;C;3;2,5;2,63;C;B;C
2013;10;8;ESCUELA REPUBLICA DE FRANCIA;15;151;15101;ARICA;2;0;JJ1351051921;2;5;TEA;4;3;3;1,92;B;2,45;B;2,33;2;1;1;B;B;I;I;2,67;2,67;1,75;C;C;I
2013;10;8;ESCUELA REPUBLICA DE FRANCIA;15;151;15101;ARICA;2;0;GG1749983821;2;1;P;4;3;2;1,98;B;2,39;C;1,67;1,67;1;2,5;I;I;I;B;2,67;2,33;2;C;B;B
2013;11;6;ESC. GRAL. PEDRO LAGOS MARCHANT;15;151;15101;ARICA;2;0;CC1043102721;2;2;G;4;3;4;2,51;C;2,91;D;3;2,5;2,25;2,25;C;B;B;B;2,83;2,83;1,88;C;C;B
2013;11;6;ESC. GRAL. PEDRO LAGOS MARCHANT;15;151;15101;ARICA;2;0;CB1064626221;2;5;TEA;4;3;3;2,49;B;2,79;C;1,67;2,33;2,5;3;I;B;B;C;2,67;3;2,25;C;C;B
2013;11;6;ESC. GRAL. PEDRO LAGOS MARCHANT;15;151;15101;ARICA;2;0;FF1484139321;2;1;P;4;3;3;2;B;2,5;B;2;1,67;2;1,5;B;I;B;I;2,67;2,67;1,5;C;C;I
2013;11;6;ESC. GRAL. PEDRO LAGOS MARCHANT;15;151;15101;ARICA;2;0;CB1066707211;1;3;L;4;2;3;2,39;B;2,53;C;3,33;1,67;2;2;D;I;B;B;3;2;2,75;C;B;C
2013;11;6;ESC. GRAL. PEDRO LAGOS MARCHANT;15;151;15101;ARICA;2;0;BB1097658913;1;3;EF;4;3;3;2,38;B;2,73;C;2,67;2;2,5;2;C;B;B;B;3,17;2,33;2;C;B;B
2013;12;4;ESCUELA GRAL JOSE MIGUEL CARRERA;15;151;15101;ARICA;2;0;CA1042007021;2;5;TEA;4;4;4;2,79;C;3,27;D;3,33;2;3;3,5;D;B;C;D;2,67;3;2;C;C;B
2013;12;4;ESCUELA GRAL JOSE MIGUEL CARRERA;15;151;15101;ARICA;2;0;AB1108968121;2;3;L;4;4;4;2,43;B;3,06;D;2;2,33;2;2,5;B;B;B;B;3;2,67;2,5;C;C;B
2013;12;4;ESCUELA GRAL JOSE MIGUEL CARRERA;15;151;15101;ARICA;2;0;KJ1532109221;2;3;RC;4;3;4;2,27;B;2,76;C;1,67;2;3;2;I;B;C;B;2,67;2,33;2,25;C;B;B
2013;12;4;ESCUELA GRAL JOSE MIGUEL CARRERA;15;151;15101;ARICA;2;0;CA1052559911;1;3;CS;4;4;4;1,89;B;2,73;C;1;1,67;1;2;I;I;I;B;2,67;2,67;2,25;C;C;B
2013;12;4;ESCUELA GRAL JOSE MIGUEL CARRERA;15;151;15101;ARICA;2;0;AB1012489321;2;3;I;4;3;4;2,43;B;2,86;C;2;2,33;2;2,5;B;B;B;B;2,67;3;2,5;C;C;B
2013;12;4;ESCUELA GRAL JOSE MIGUEL CARRERA;15;151;15101;ARICA;2;0;DE1655316721;2;3;M;4;3;3;2,69;C;2,91;C;2,67;2,17;2,5;3,25;C;B;B;C;3;3;2,25;C;C;B
2013;12;4;ESCUELA GRAL JOSE MIGUEL CARRERA;15;151;15101;ARICA;2;0;BB1064979312;1;2;G;4;4;4;2,45;B;3,07;D;2,67;2,33;1,5;2,5;C;B;I;B;2,67;3;2,5;C;C;B
2013;12;4;ESCUELA GRAL JOSE MIGUEL CARRERA;15;151;15101;ARICA;2;0;IG1959722821;2;1;P;4;3;4;2,45;B;2,87;C;2,67;1,67;2,5;3;C;I;B;C;2,67;2,67;2;C;C;B
2013;13;2;ESCUELA MANUEL RODRIGUEZ ERDOYZA;15;151;15101;ARICA;2;0;AC1059963611;1;3;AM;4;3;2;1,87;B;2,32;B;2,33;1,33;2;1;B;I;B;I;3;1,67;1,75;C;I;I
2013;13;2;ESCUELA MANUEL RODRIGUEZ ERDOYZA;15;151;15101;ARICA;2;0;BB1026698021;2;1;P;4;3;3;2,02;B;2,51;C;2;2;2;1,5;B;B;B;I;2,67;2,5;1,5;C;B;I
2013;13;2;ESCUELA MANUEL RODRIGUEZ ERDOYZA;15;151;15101;ARICA;2;0;BB1068655621;2;5;TEA;4;3;3;2,24;B;2,64;C;3;2;2,5;1;C;B;B;I;2,67;3;1,5;C;C;I
2013;13;2;ESCUELA MANUEL RODRIGUEZ ERDOYZA;15;151;15101;ARICA;2;0;HH1025354721;2;3;EF;4;3;3;2,02;B;2,51;C;2,67;1,33;1;1,5;C;I;I;I;3,33;1,83;2,5;D;B;B
2013;13;2;ESCUELA MANUEL RODRIGUEZ ERDOYZA;15;151;15101;ARICA;2;0;CA1080085421;2;2;G;4;3;4;1,94;B;2,56;C;2;2;2;1,5;B;B;B;I;2,33;2;1,75;B;B;I
2013;14;0;ESCUELA ROMULO J. PENA MATURANA;15;151;15101;ARICA;2;0;BB1021101111;1;3;CS;3;4;3;2,2;B;2,72;C;2,33;1,33;2,5;2,5;B;I;B;B;2,67;2,33;1,75;C;B;I
2013;14;0;ESCUELA ROMULO J. PENA MATURANA;15;151;15101;ARICA;2;0;FG1295636721;2;2;G;4;3;3;2,06;B;2,54;C;3;1,33;2;1,5;C;I;B;I;2,67;2,67;1,25;C;C;I
2013;15;9;LICEO ARTISTICO DR. JUAN NOE CREVANI;15;151;15101;ARICA;2;0;BA1031674511;1;4;M;4;4;3;2,44;B;2,96;C;2,67;2,33;3;2;C;B;C;B;2,5;2,17;2,38;B;B;B
